@relation defender

@attribute Date date yyyy-mm-dd
@attribute PlayerID numeric
@attribute Player_Surname string
@attribute Player_Forename string
@attribute Team string
@attribute Team_Id numeric
@attribute Opposition string
@attribute Opposition_id numeric
@attribute Venue {Away,Home}
@attribute Position_Id numeric
@attribute Appearances numeric
@attribute Time_Played numeric
@attribute Starts numeric
@attribute Substitute_On numeric
@attribute Substitute_Off numeric
@attribute Goals numeric
@attribute First_Goal numeric
@attribute Winning_Goal numeric
@attribute Shots_On_Target_inc_goals numeric
@attribute Shots_Off_Target_inc_woodwork numeric
@attribute Blocked_Shots numeric
@attribute Penalties_Taken numeric
@attribute Penalty_Goals numeric
@attribute Penalties_Saved numeric
@attribute Penalties_Off_Target numeric
@attribute Penalties_Not_Scored numeric
@attribute Direct_Free-kick_Goals numeric
@attribute Direct_Free-kick_On_Target numeric
@attribute Direct_Free-kick_Off_Target numeric
@attribute Blocked_Direct_Free-kick numeric
@attribute Goals_from_Inside_Box numeric
@attribute Shots_On_from_Inside_Box numeric
@attribute Shots_Off_from_Inside_Box numeric
@attribute Blocked_Shots_from_Inside_Box numeric
@attribute Goals_from_Outside_Box numeric
@attribute Shots_On_Target_Outside_Box numeric
@attribute Shots_Off_Target_Outside_Box numeric
@attribute Blocked_Shots_Outside_Box numeric
@attribute Headed_Goals numeric
@attribute Headed_Shots_On_Target numeric
@attribute Headed_Shots_Off_Target numeric
@attribute Headed_Blocked_Shots numeric
@attribute Left_Foot_Goals numeric
@attribute Left_Foot_Shots_On_Target numeric
@attribute Left_Foot_Shots_Off_Target numeric
@attribute Left_Foot_Blocked_Shots numeric
@attribute Right_Foot_Goals numeric
@attribute Right_Foot_Shots_On_Target numeric
@attribute Right_Foot_Shots_Off_Target numeric
@attribute Right_Foot_Blocked_Shots numeric
@attribute Other_Goals numeric
@attribute Other_Shots_On_Target numeric
@attribute Other_Shots_Off_Target numeric
@attribute Other_Blocked_Shots numeric
@attribute Shots_Cleared_off_Line numeric
@attribute Shots_Cleared_off_Line_Inside_Area numeric
@attribute Shots_Cleared_off_Line_Outside_Area numeric
@attribute Goals_Open_Play numeric
@attribute Goals_from_Corners numeric
@attribute Goals_from_Throws numeric
@attribute Goals_from_Direct_Free_Kick numeric
@attribute Goals_from_Set_Play numeric
@attribute Goals_from_penalties numeric
@attribute Attempts_Open_Play_on_target numeric
@attribute Attempts_from_Corners_on_target numeric
@attribute Attempts_from__Throws_on_target numeric
@attribute Attempts_from_Direct_Free_Kick_on_target numeric
@attribute Attempts_from_Set_Play_on_target numeric
@attribute Attempts_from_Penalties_on_target numeric
@attribute Attempts_Open_Play_off_target numeric
@attribute Attempts_from_Corners_off_target numeric
@attribute Attempts_from_Throws_off_target numeric
@attribute Attempts_from_Direct_Free_Kick_off_target numeric
@attribute Attempts_from_Set_Play_off_target numeric
@attribute Attempts_from_Penalties_off_target numeric
@attribute Goals_as_a_substitute numeric
@attribute Total_Successful_Passes_All numeric
@attribute Total_Unsuccessful_Passes_All numeric
@attribute Assists numeric
@attribute Key_Passes numeric
@attribute Total_Successful_Passes_Excl_Crosses_Corners numeric
@attribute Total_Unsuccessful_Passes_Excl_Crosses_Corners numeric
@attribute Successful_Passes_Own_Half numeric
@attribute Unsuccessful_Passes_Own_Half numeric
@attribute Successful_Passes_Opposition_Half numeric
@attribute Unsuccessful_Passes_Opposition_Half numeric
@attribute Successful_Passes_Defensive_third numeric
@attribute Unsuccessful_Passes_Defensive_third numeric
@attribute Successful_Passes_Middle_third numeric
@attribute Unsuccessful_Passes_Middle_third numeric
@attribute Successful_Passes_Final_third numeric
@attribute Unsuccessful_Passes_Final_third numeric
@attribute Successful_Short_Passes numeric
@attribute Unsuccessful_Short_Passes numeric
@attribute Successful_Long_Passes numeric
@attribute Unsuccessful_Long_Passes numeric
@attribute Successful_Flick-Ons numeric
@attribute Unsuccessful_Flick-Ons numeric
@attribute Successful_Crosses_Corners numeric
@attribute Unsuccessful_Crosses_Corners numeric
@attribute Corners_Taken_incl_short_corners numeric
@attribute Corners_Conceded numeric
@attribute Successful_Corners_into_Box numeric
@attribute Unsuccessful_Corners_into_Box numeric
@attribute Short_Corners numeric
@attribute Throw_Ins_to_Own_Player numeric
@attribute Throw_Ins_to_Opposition_Player numeric
@attribute Successful_Dribbles numeric
@attribute Unsuccessful_Dribbles numeric
@attribute Successful_Crosses_Corners_Left numeric
@attribute Unsuccessful_Crosses_Corners_Left numeric
@attribute Successful_Crosses_Left numeric
@attribute Unsuccessful_Crosses_Left numeric
@attribute Successful_Corners_Left numeric
@attribute Unsuccessful_Corners_Left numeric
@attribute Successful_Crosses_Corners_Right numeric
@attribute Unsuccessful_Crosses_Corners_Right numeric
@attribute Successful_Crosses_Right numeric
@attribute Unsuccessful_Crosses_Right numeric
@attribute Successful_Corners_Right numeric
@attribute Unsuccessful_Corners_Right numeric
@attribute Successful_Long_Balls numeric
@attribute Unsuccessful_Long_Balls numeric
@attribute Successful_Lay-Offs numeric
@attribute Unsuccessful_Lay-Offs numeric
@attribute Through_Ball numeric
@attribute Successful_Crosses_Corners_in_the_air numeric
@attribute Unsuccessful_Crosses_Corners_in_the_air numeric
@attribute Successful_crosses_in_the_air numeric
@attribute Unsuccessful_crosses_in_the_air numeric
@attribute Successful_open_play_crosses numeric
@attribute Unsuccessful_open_play_crosses numeric
@attribute Touches numeric
@attribute Goal_Assist_Corner numeric
@attribute Goal_Assist_Free_Kick numeric
@attribute Goal_Assist_Throw_In numeric
@attribute Goal_Assist_Goal_Kick numeric
@attribute Goal_Assist_Set_Piece numeric
@attribute Key_Corner numeric
@attribute Key_Free_Kick numeric
@attribute Key_Throw_In numeric
@attribute Key_Goal_Kick numeric
@attribute Key_Set_Pieces numeric
@attribute Duels_won numeric
@attribute Duels_lost numeric
@attribute Aerial_Duels_won numeric
@attribute Aerial_Duels_lost numeric
@attribute Ground_Duels_won numeric
@attribute Ground_Duels_lost numeric
@attribute Tackles_Won numeric
@attribute Tackles_Lost numeric
@attribute Last_Man_Tackle numeric
@attribute Total_Clearances numeric
@attribute Headed_Clearances numeric
@attribute Other_Clearances numeric
@attribute Clearances_Off_the_Line numeric
@attribute Blocks numeric
@attribute Interceptions numeric
@attribute Recoveries numeric
@attribute Total_Fouls_Conceded numeric
@attribute Fouls_Conceded_exc_handballs_pens numeric
@attribute Total_Fouls_Won numeric
@attribute Fouls_Won_in_Danger_Area_inc_pens numeric
@attribute Fouls_Won_not_in_danger_area numeric
@attribute Foul_Won_Penalty numeric
@attribute Handballs_Conceded numeric
@attribute Penalties_Conceded numeric
@attribute Offsides numeric
@attribute Yellow_Cards numeric
@attribute Red_Cards numeric
@attribute Goals_Conceded numeric
@attribute Goals_Conceded_Inside_Box numeric
@attribute Goals_Conceded_Outside_Box numeric
@attribute Saves_Made numeric
@attribute Saves_Made_from_Inside_Box numeric
@attribute Saves_Made_from_Outside_Box numeric
@attribute Saves_from_Penalty numeric
@attribute Catches numeric
@attribute Punches numeric
@attribute Drops numeric
@attribute Crosses_not_Claimed numeric
@attribute GK_Distribution numeric
@attribute GK_Successful_Distribution numeric
@attribute GK_Unsuccessful_Distribution numeric
@attribute Clean_Sheets numeric
@attribute Team_Clean_sheet numeric
@attribute Error_leading_to_Goal numeric
@attribute Error_leading_to_Attempt numeric
@attribute Challenge_Lost numeric
@attribute Shots_On_Conceded numeric
@attribute Shots_On_Conceded_Inside_Box numeric
@attribute Shots_On_Conceded_Outside_Box numeric
@attribute Team_Formation numeric
@attribute Position_in_Formation numeric
@attribute Turnovers numeric
@attribute Dispossessed numeric
@attribute Big_Chances numeric
@attribute Big_Chances_Faced numeric
@attribute Pass_Forward numeric
@attribute Pass_Backward numeric
@attribute Pass_Left numeric
@attribute Pass_Right numeric
@attribute Unsuccessful_Ball_Touch numeric
@attribute Successful_Ball_Touch numeric
@attribute Take-Ons_Overrun numeric
@attribute CompId numeric
@attribute SeasId numeric
@attribute Touches_open_play_final_third numeric
@attribute Touches_open_play_opp_box numeric
@attribute Touches_open_play_opp_six_yards numeric


@data
2012-01-31,37642,Evans,Jonny,Manchester_United,1,Stoke_City,110,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,10,0,1,96,10,59,1,37,9,24,0,62,4,10,6,88,6,8,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,5,6,0,5,5,1,2,1,0,2,1,1,0,1,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,42,8,27,29,0,0,0,8,2011,9,1,0
2012-01-14,37642,Evans,Jonny,Manchester_United,1,Bolton_Wanderers,30,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,7,0,1,51,7,29,2,22,5,20,1,24,3,7,3,47,4,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,73,0,0,0,0,0,0,0,0,0,0,4,1,1,0,3,1,3,0,0,7,5,2,0,0,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,26,4,12,17,0,0,0,8,2011,5,1,0
2012-02-05,37642,Evans,Jonny,Manchester_United,1,Chelsea,8,Away,2,1,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,21,11,14,3,7,8,7,1,12,6,2,4,18,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,6,1,2,1,4,0,1,1,0,4,3,1,0,0,5,13,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,9,1,8,14,0,0,0,8,2011,3,0,0
2011-12-10,37642,Evans,Jonny,Manchester_United,1,Wolverhampton_Wanderers,39,Home,2,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,43,6,24,3,19,3,10,0,30,3,3,3,39,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,8,2,4,1,4,1,3,0,0,10,6,4,0,1,1,16,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,22,3,11,13,0,0,0,8,2011,1,1,0
2011-10-15,37642,Evans,Jonny,Manchester_United,1,Liverpool,14,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,21,5,13,2,8,3,6,1,12,3,3,1,18,2,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,2,0,0,12,7,5,0,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,13,0,7,6,0,3,0,8,2011,0,0,0
2012-04-15,37642,Evans,Jonny,Manchester_United,1,Aston_Villa,7,Home,2,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,9,1,0,59,8,37,2,22,6,18,1,33,4,8,3,50,6,9,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,4,1,0,1,0,1,0,1,0,1,79,0,0,0,0,0,0,0,0,0,0,5,4,2,3,3,1,1,0,0,6,5,1,0,0,1,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,28,5,19,16,0,0,0,8,2011,7,3,0
2012-02-26,37642,Evans,Jonny,Manchester_United,1,Norwich_City,45,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,46,6,33,2,13,4,19,0,24,4,3,2,42,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,3,4,0,1,3,3,1,0,0,7,5,2,0,2,3,10,3,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,20,5,8,19,0,0,0,8,2011,2,0,0
2012-03-11,37642,Evans,Jonny,Manchester_United,1,West_Bromwich_Albion,35,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,76,5,50,2,26,3,29,0,41,3,6,2,69,3,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,5,1,1,0,4,1,1,0,0,5,1,4,0,1,1,12,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,34,6,16,25,0,1,0,8,2011,2,0,0
2012-02-11,37642,Evans,Jonny,Manchester_United,1,Liverpool,14,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,0,53,6,35,1,18,5,15,0,36,1,2,5,50,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,3,0,1,0,9,6,3,0,1,4,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,27,2,12,18,1,0,0,8,2011,3,1,0
2011-09-18,37642,Evans,Jonny,Manchester_United,1,Chelsea,8,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,1,1,43,4,32,1,11,3,15,1,26,0,2,3,39,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,6,1,2,0,4,1,1,3,0,4,3,1,0,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,17,3,18,9,1,0,0,8,2011,1,1,0
2011-12-21,37642,Evans,Jonny,Manchester_United,1,Fulham,54,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,54,4,50,2,4,2,35,0,18,3,1,1,48,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,4,2,2,1,2,1,2,0,0,9,6,3,0,2,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,13,4,22,19,0,0,0,8,2011,1,1,0
2011-08-22,37642,Evans,Jonny,Manchester_United,1,Tottenham_Hotspur,6,Home,2,1,90,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,37,3,32,1,5,2,19,0,17,3,1,0,35,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,5,0,0,0,8,3,5,0,1,2,11,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,1,0,0,16,4,16,4,1,0,0,8,2011,3,2,0
2012-03-26,37642,Evans,Jonny,Manchester_United,1,Fulham,54,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,1,0,86,2,46,0,40,2,20,0,56,0,10,2,80,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0,0,0,1,0,0,0,0,0,6,2,5,0,1,2,1,0,0,13,12,1,0,1,4,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,27,4,25,32,0,0,0,8,2011,2,0,1
2011-08-14,37642,Evans,Jonny,Manchester_United,1,West_Bromwich_Albion,35,Away,2,1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,16,0,2,0,7,0,11,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,3,3,0,0,0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,6,0,11,1,0,0,0,8,2011,0,0,0
2012-03-18,37642,Evans,Jonny,Manchester_United,1,Wolverhampton_Wanderers,39,Away,2,1,75,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,38,3,28,1,10,2,12,0,23,2,3,1,36,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,3,5,2,2,1,3,0,0,0,5,3,2,0,0,3,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,15,4,13,9,0,1,1,8,2011,2,1,1
2012-04-08,37642,Evans,Jonny,Manchester_United,1,Queens_Park_Rangers,52,Home,2,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,43,4,22,1,21,3,6,0,29,4,8,0,41,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,10,2,8,1,2,0,0,0,2,2,0,0,2,2,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,0,21,3,10,13,0,0,0,8,2011,5,0,1
2011-12-26,37642,Evans,Jonny,Manchester_United,1,Wigan_Athletic,111,Home,2,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,11,1,6,0,5,1,2,0,9,1,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,0,0,0,4,3,1,0,1,0,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,7,0,4,1,0,0,0,8,2011,0,0,0
2012-03-04,37642,Evans,Jonny,Manchester_United,1,Tottenham_Hotspur,6,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,35,4,30,1,5,3,15,1,19,3,1,0,33,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,5,3,2,1,3,2,3,0,0,20,11,9,0,0,1,17,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,14,3,7,15,1,2,0,8,2011,0,0,0
2012-04-11,37642,Evans,Jonny,Manchester_United,1,Wigan_Athletic,111,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,1,43,3,27,1,16,2,16,0,18,2,9,1,43,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,6,4,1,0,5,4,2,0,0,6,3,3,0,0,1,9,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,8,5,10,23,0,0,0,8,2011,7,0,0
2012-05-13,37642,Evans,Jonny,Manchester_United,1,Sunderland,56,Away,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,0,1,64,11,43,1,21,10,16,0,41,6,7,5,59,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,4,2,3,2,1,0,0,1,0,6,4,2,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,29,4,9,33,0,0,0,8,2011,4,0,0
2011-09-10,37642,Evans,Jonny,Manchester_United,1,Bolton_Wanderers,30,Away,2,1,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,25,1,21,1,4,0,13,0,12,1,0,0,21,1,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,1,0,0,0,10,6,4,0,4,1,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,8,2,11,5,0,0,0,8,2011,0,0,0
2011-10-23,14075,Evra,Patrice,Manchester_United,1,Manchester_City,43,Home,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,30,4,9,2,21,2,5,2,14,0,11,2,28,4,2,0,0,0,0,3,0,0,0,0,0,6,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,54,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,2,0,0,5,3,2,0,1,0,6,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,16,2,14,5,1,1,0,8,2011,10,3,0
